"tasa_rep_carga","ceneval_analitico","ceneval_matematico","ceneval_lengua","ceneval_esp","tasa_aprob_per_prev","asigMuchas","carrera_IA","carrera_IDeIO","carrera_ILyCS","carrera_II","carrera_IE","carrera_NI","carrera_TS","semestre_Otoño","complejidad_carga5","año_encurso","carga_aprobada","total_recursando","practicante","situacion_Condicionado","situacion_Irregular"
6.7913730723088,1030,940,1090,970,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0
12.0736057612682,1030,940,1090,970,1,0,0,0,0,0,0,0,1,1,1,7,0,1,1,0,1
4.41767068273092,1030,940,1090,970,1,0,0,0,0,0,0,0,1,1,1,8,1,1,0,0,1
9.72222222222222,1030,940,1090,970,1,0,0,0,0,0,0,0,1,0,1,9,1,1,1,0,0
24.7058823529412,1090,1090,940,1120,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0
18.2534686111784,1180,1090,1120,1030,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0
23.9497977832827,1180,1090,1120,1030,0.5,0,0,0,0,1,0,0,0,1,5,7,0,1,0,0,1
13.8888888888889,1270,1240,1150,1090,0,0,0,0,0,1,0,0,0,0,1,7,1,0,1,0,0
7.94558101477057,1300,1210,1210,1210,0,0,0,0,0,0,0,1,0,1,1,7,1,0,0,0,0
6.51371745908747,1300,1210,1210,1210,1,0,0,0,0,0,0,1,0,0,1,8,1,0,0,0,0
3.3195020746888,1300,1210,1210,1210,1,0,0,0,0,0,0,1,0,1,1,8,1,0,0,0,0
7.86639442101627,910,970,940,910,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0
12.5251961440692,910,970,940,910,0,1,0,0,0,1,0,0,0,1,1,7,0,0,0,0,1
19.9120041178865,910,970,940,910,0,0,0,0,0,1,0,0,0,0,5,8,0,1,1,0,1
24.5286610666879,910,970,940,910,0.75,0,0,0,0,1,0,0,0,1,5,8,0,4,0,0,1
6.31150991470034,910,970,940,910,1,0,0,0,0,1,0,0,0,0,1,9,1,1,0,0,1
10.1361414919813,1120,970,1150,1060,0,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
6.41670741444621,1120,970,1150,1060,0.666666666666667,1,0,0,0,0,0,0,0,1,3,7,0,1,0,0,1
17.2339482908295,1180,1090,1060,1090,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0
9.08427086681667,1210,1270,1240,1240,0,0,0,0,0,1,0,0,0,0,1,7,1,0,1,0,0
19.3562282270973,1210,1270,1240,1240,1,0,0,0,0,1,0,0,0,1,1,7,1,0,0,0,0
6.64442700156986,970,970,880,700,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0
22.7941176470588,970,970,880,700,1,0,0,0,0,1,0,0,0,1,1,7,0,0,1,0,0
12.4444444444444,970,970,880,700,0,0,0,0,0,1,0,0,0,0,1,8,1,0,0,1,0
6.22222222222222,1090,1210,1090,1090,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0
19.7993720398063,1090,1210,1090,1090,1,0,0,0,0,1,0,0,0,1,1,7,1,0,0,0,0
16.716031047225,1120,1210,1090,1120,0,0,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0
14.3977423771833,1120,1210,1090,1120,0.333333333333333,0,0,0,0,1,0,0,0,1,1,7,0,1,0,1,0
27.8,1120,1210,1090,1120,0.5,0,0,0,0,1,0,0,0,0,1,8,1,2,0,0,1
10.1694915254237,1000,940,1150,1120,0,0,0,0,0,0,1,0,0,1,1,7,1,0,1,0,0
0,910,1060,1240,1000,0,0,0,0,0,0,1,0,0,1,1,7,1,0,0,0,0
5.8252427184466,910,1060,1240,1000,1,0,0,0,0,0,1,0,0,0,1,8,1,0,0,0,0
10.3036094748715,970,940,1060,970,0,0,0,0,0,0,1,0,0,0,1,7,0,0,1,0,0
6.68316831683168,970,940,1060,970,1,0,0,0,0,0,1,0,0,1,1,7,0,1,0,1,0
6.68316831683168,970,940,1060,970,1,0,0,0,0,0,1,0,0,0,1,8,1,1,0,1,0
11.7656358389606,940,910,1090,1030,0,0,0,0,0,0,1,0,0,0,2,7,1,0,1,0,0
7.80856423173804,940,910,1090,1030,1,0,0,0,0,0,1,0,0,1,1,7,1,0,0,0,0
7.36783991289669,1000,1000,1090,1120,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0
9.69546845653362,1000,1000,1090,1120,1,1,0,0,0,0,1,0,0,1,4,8,1,0,0,0,1
8.55133124212326,1000,1000,1090,1120,1,0,0,0,0,0,1,0,0,0,1,9,0,1,0,0,1
10.1694915254237,1090,1000,1180,1180,0,0,0,0,0,0,1,0,0,0,1,8,1,0,1,0,0
4.62175992413351,880,820,1000,1000,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0
15.2542372881356,1210,1090,1180,1180,0,0,0,0,0,0,0,1,0,1,1,7,1,0,1,0,0
10.8695652173913,1210,1120,1210,1090,0,0,0,0,0,0,0,1,0,1,1,8,1,0,1,0,0
5.14285714285714,970,910,1090,1000,0,0,0,0,0,0,0,1,0,1,1,7,1,0,0,0,0
8.68260352715247,970,1090,1180,1240,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0
11.5254053055533,970,1090,1180,1240,0,0,0,0,0,0,0,1,0,1,1,7,0,2,0,1,0
12.4855577392651,970,1090,1180,1240,0.5,0,0,0,0,0,0,1,0,0,1,8,1,2,0,1,0
4.98220640569395,970,1090,1180,1240,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,0,0
11.8613008458463,1030,1000,1030,1090,0,0,0,0,0,0,0,1,0,1,4,7,0,0,0,0,0
9.50135576469469,1030,1000,1030,1090,1,0,0,0,0,0,0,1,0,0,1,8,0,0,1,0,1
10.1514665552796,1030,1000,1030,1090,1,0,0,0,0,0,0,1,0,1,1,8,0,3,1,1,0
10.027685796334,1120,940,1060,1090,0,1,0,0,0,0,0,0,1,0,3,7,0,0,1,0,0
15.8856253540072,1120,940,1060,1090,0.5,0,0,0,0,0,0,0,1,1,1,7,0,1,0,0,1
7.44882201727885,940,850,1210,1030,0,0,0,0,0,0,1,0,0,0,2,7,1,0,0,0,0
3.94535806661872,940,850,1210,1030,1,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0
5.01989050376147,940,850,1210,1030,1,0,0,0,0,0,1,0,0,0,2,8,0,0,0,1,0
6.96271990633761,940,850,1210,1030,1,0,0,0,0,0,1,0,0,1,1,8,0,1,0,1,0
14.8489503328213,940,850,1210,1030,1,0,0,0,0,0,1,0,0,0,1,9,0,2,0,1,0
10.1060534964743,940,880,910,1060,0,0,0,0,0,0,1,0,0,0,1,7,1,0,0,0,0
5.28037777215617,940,880,910,1060,1,0,0,0,0,0,1,0,0,1,1,7,1,0,1,0,0
0,940,880,910,1060,1,0,0,0,0,0,1,0,0,0,1,8,1,0,0,0,0
8.5141092174841,1060,1000,1000,970,0,1,0,0,0,0,0,1,0,0,3,7,1,0,0,0,0
9.83120823769499,1060,1000,1000,970,1,0,0,0,0,0,0,1,0,1,2,7,1,0,0,0,0
9.69141050839983,1060,1000,1000,970,1,1,0,0,0,0,0,1,0,0,2,8,1,0,1,0,0
18.6953685583823,1210,1210,1060,1210,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0
8.04384983300107,1180,1150,1240,1180,0,0,0,0,0,1,0,0,0,0,3,7,0,0,1,0,0
8.80641447664274,1180,1150,1240,1180,1,0,0,0,0,1,0,0,0,1,1,7,1,1,1,0,1
12.4444444444444,1120,940,1150,1090,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0
9.09463431824567,910,970,1270,1180,0,0,0,0,0,0,0,1,0,0,1,7,1,0,1,0,0
13.9319192512525,910,970,1270,1180,1,0,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0
10.7680864127762,910,970,1270,1180,1,0,0,0,0,0,0,1,0,1,1,8,0,0,1,0,1
6.6350710900474,910,970,1270,1180,1,0,0,0,0,0,0,1,0,0,1,9,0,1,0,0,1
4.78138116070581,1030,1030,1210,1180,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0
6.98151950718686,1030,1030,1210,1180,1,0,0,0,0,0,0,1,0,0,1,8,1,0,0,0,0
12.4444444444444,1060,820,1000,1180,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0
12.4444444444444,1060,820,1000,1180,1,0,0,0,1,0,0,0,0,0,1,8,1,1,0,1,0
9.15539631391133,1060,1090,1180,1150,0,0,0,0,0,0,0,1,0,1,1,7,0,0,1,0,0
7.69578349063479,1000,940,970,1120,0,0,0,0,0,0,0,1,0,0,3,7,0,0,1,0,0
8.96743715454168,1000,940,970,1120,1,0,0,0,0,0,0,1,0,1,3,7,0,0,0,0,1
7.15106732348112,1000,940,970,1120,1,0,0,0,0,0,0,1,0,0,1,8,0,1,0,0,1
5.91133004926109,1000,940,970,1120,1,0,0,0,0,0,0,1,0,0,1,9,0,1,0,1,0
6.38297872340425,1120,1030,1060,1120,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0
14.4471301999619,970,910,940,1030,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0
12.1871451283216,970,910,940,1030,0,0,0,0,1,0,0,0,0,1,1,8,0,2,0,1,0
15.6082879964138,970,910,940,1030,0,0,0,0,1,0,0,0,0,0,1,9,1,4,0,0,1
12.67147578046,970,1030,1030,970,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0
5.05697799688409,1180,1030,1060,1120,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,0
7.81409746814097,1120,1030,1090,1060,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,0
22.3892061583676,1120,1030,1090,1060,1,0,0,0,0,0,1,0,0,1,1,6,1,0,1,0,0
7.55204226993966,1090,940,1060,1030,0,0,0,0,0,0,0,1,0,0,2,6,1,0,1,0,0
6.89153356417633,1030,970,1120,1180,0,1,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0
11.3095846832428,1030,970,1120,1180,1,0,0,0,0,0,0,1,0,1,1,6,0,0,1,0,0
6.72761246778508,1030,970,1120,1180,1,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,1
6.64224363684766,1150,1180,1210,1120,0,0,0,0,0,0,1,0,0,0,2,6,0,0,1,0,0
6.21853877080778,1210,1180,1270,1180,0,0,0,0,0,0,1,0,0,0,3,6,1,0,0,0,0
12.3935776672185,1240,1210,1150,1240,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0
8.50833724034763,1240,1210,1150,1240,0,0,0,0,0,1,0,0,0,1,3,6,1,1,0,0,1
15.2333590441007,1240,1210,1150,1240,1,0,0,0,0,1,0,0,0,0,1,7,0,1,0,0,0
19.6817187523627,1240,1210,1150,1240,0,0,0,0,0,1,0,0,0,1,1,7,1,0,1,0,1
13.7584163659067,1240,1210,1150,1240,1,0,0,0,0,1,0,0,0,0,1,8,1,1,0,0,1
3.71955396800117,1240,1210,1150,1240,1,1,0,0,0,1,0,0,0,1,2,8,1,0,1,0,0
22.8538868538869,1240,1210,1150,1240,1,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0
11.8694382404813,1030,910,1060,1000,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0
6.73976496218023,1030,910,1060,1000,1,0,0,0,0,0,0,1,0,1,2,6,0,0,0,0,0
10.0419880849792,1030,910,1060,1000,1,0,0,0,0,0,0,1,0,0,1,7,1,1,0,0,1
3.85384192785211,1030,910,1060,1000,1,0,0,0,0,0,0,1,0,1,1,7,1,0,0,0,0
18.0790960451977,1180,1060,1180,1120,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
7.41850454480522,1030,1150,1060,970,0,1,0,0,0,0,0,1,0,0,3,6,1,0,0,0,0
9.81572218480992,1030,1150,1060,970,1,0,0,0,0,0,0,1,0,1,2,6,1,0,0,0,0
12.0339578643506,1240,1180,1270,1180,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0
30.8641975308642,1240,1180,1270,1180,0,0,0,0,0,0,0,0,0,1,1,6,1,1,1,0,1
17.5876161076691,1240,1180,1270,1180,1,0,0,0,0,0,0,0,0,1,1,7,0,1,1,0,0
23.2558139534884,1240,1180,1270,1180,0.5,0,0,0,0,0,0,0,0,1,1,8,1,1,1,1,0
19.3213348331459,1240,1180,1270,1180,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,0,0
12.0382918189261,1120,1000,1000,1240,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0
5.53846153846154,1120,1000,1000,1240,1,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0
4.08805031446541,1180,1120,1210,1120,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0
13.4715025906736,1120,1150,1180,1180,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
18.0790960451977,970,1120,1240,1180,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
9.83547396042047,1270,1150,1120,1120,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
8.90252013197037,1270,1150,1120,1120,1,0,0,0,0,0,0,0,0,1,3,6,1,0,0,0,0
8.92853052295795,1180,1150,1120,1000,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
7.64586576033411,1180,1030,1060,1030,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0
8.80665196980122,1180,1030,1060,1030,1,0,0,0,0,0,0,0,0,1,1,7,0,2,0,1,0
9.84455958549223,1180,1030,1060,1030,1,0,0,0,0,0,0,0,0,1,1,8,0,1,0,1,0
7.64586576033411,910,1060,1180,1150,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0
8.80665196980122,910,1060,1180,1150,1,0,0,0,0,0,0,0,0,0,1,7,0,2,0,1,0
8.81394964184384,910,1060,1180,1150,1,0,0,0,0,0,0,0,0,1,1,7,1,2,0,1,0
10.1016004581171,1090,1120,1150,1180,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
18.0790960451977,1090,1120,1150,1180,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,1
18.0790960451977,1090,1120,1150,1180,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,1,0
13.8568745129592,1060,1060,1120,1030,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0
6.11637991598643,1060,1060,1120,1030,1,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,0
11.3966175846273,1060,1060,1120,1030,1,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0
9.77322879208639,1090,1150,1000,910,0,0,0,0,0,1,0,0,0,0,2,6,1,0,0,0,0
15.3745421245421,1090,1150,1000,910,1,0,0,0,0,1,0,0,0,1,1,6,0,0,1,0,0
13.8888888888889,1090,1150,1000,910,0.5,0,0,0,0,1,0,0,0,0,1,7,1,1,1,0,1
6.03403278003967,1000,1090,1060,1060,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,0
6.8409167830173,1000,1090,1060,1060,1,1,0,0,0,0,1,0,0,1,3,6,0,0,0,0,1
10.9349953106687,1000,1090,1060,1060,1,0,0,0,0,0,1,0,0,0,1,7,0,1,0,0,1
6.6097086321064,1000,1090,1060,1060,1,0,0,0,0,0,1,0,0,1,1,7,1,2,0,1,0
10.302349453338,1000,1090,1060,1060,1,0,0,0,0,0,1,0,0,0,1,9,0,0,1,0,0
8.55820105820106,1090,1000,1180,1210,0,0,0,0,0,0,0,0,1,1,1,6,0,0,1,0,0
7.5206506951689,1090,1000,1180,1210,1,0,0,0,0,0,0,0,1,0,1,7,0,1,1,1,0
4.79923804820403,1090,1000,1180,1210,1,0,0,0,0,0,0,0,1,1,2,7,0,1,0,1,0
14.1245898293376,1090,1000,1180,1210,1,0,0,0,0,0,0,0,1,1,1,8,0,2,1,1,0
12.5616239123348,1000,1210,1150,1060,0,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0
10.195240108882,1060,970,1120,1180,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
18.0790960451977,970,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
7.51918563249087,1060,1030,1090,1150,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
5.34191222965275,1060,1030,1090,1150,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,1
13.2302767338985,1210,1240,1270,1120,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0
15.1738491867141,1210,1240,1270,1120,0,0,0,0,0,0,0,0,0,1,1,6,0,2,1,1,0
14.5832253402763,1210,1240,1270,1120,0,0,0,0,0,0,0,0,0,0,1,8,0,2,1,1,0
4.06984755696986,1120,1060,1120,1060,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0
19.2819484855563,1090,1150,1090,1090,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0
9.81736660002893,1090,1150,1090,1090,1,1,0,0,0,0,0,0,0,1,3,6,0,0,1,0,0
7.83523357556702,1090,1150,1090,1090,1,1,0,0,0,0,0,0,0,0,2,7,1,1,0,0,1
10.1968189299118,1210,1210,1150,1270,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
11.3628473189901,1210,1210,1150,1270,1,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,1
8.73506505657972,1030,1150,1090,1030,0,1,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0
10.926299445696,1030,1150,1090,1030,1,0,0,0,1,0,0,0,0,1,4,6,1,0,0,0,0
20.5766743887152,1030,1150,1090,1030,1,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0
19.2079940784604,1030,1150,1090,1030,0.333333333333333,0,0,0,1,0,0,0,0,1,1,7,0,0,0,1,0
24.8703827325323,1030,1150,1090,1030,0,0,0,0,1,0,0,0,0,0,1,8,0,3,0,1,0
14.8670820353063,1030,1150,1090,1030,0.666666666666667,0,0,0,1,0,0,0,0,1,1,8,0,1,0,0,1
12.4444444444444,1030,1150,1090,1030,1,0,0,0,1,0,0,0,0,0,1,9,1,1,0,1,0
6.82790660181299,1150,1120,1030,1090,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
8.6357200091026,1150,1120,1030,1090,1,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,1
9.46897148667233,1150,1120,1030,1090,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,1,0
12.2434354872956,1150,1120,1030,1090,0,0,0,0,0,0,0,0,0,1,1,7,1,2,0,1,0
6.98514737085356,1150,1120,1030,1090,1,0,0,0,0,0,0,0,0,0,1,8,1,2,0,0,0
9.85915492957746,1150,1120,1030,1090,1,0,0,0,0,0,0,0,0,1,1,8,1,1,0,0,0
5.72300433533064,1120,1090,1090,1000,0,0,0,0,0,0,0,0,1,0,2,6,1,0,0,0,0
4.79041916167665,1120,1090,1090,1000,1,0,0,0,0,0,0,0,1,1,1,6,1,0,1,0,0
7.42507354652233,1240,1240,1180,1090,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0
8.41303954633955,1240,1240,1180,1090,1,0,0,0,0,0,0,1,0,1,1,6,1,0,0,0,0
16.5585982246074,1210,1150,1180,1120,0,1,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0
12.2952380991328,1210,1150,1180,1120,0.333333333333333,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1
18.5651234285942,1210,1150,1180,1120,0.5,0,0,0,0,1,0,0,0,0,4,7,1,2,1,0,1
15.0707677437172,1210,1150,1180,1120,1,0,0,0,0,1,0,0,0,1,1,7,0,1,1,0,1
13.8888888888889,1210,1150,1180,1120,0,0,0,0,0,1,0,0,0,0,1,8,1,0,1,0,1
29.016339869281,1210,1150,1180,1120,1,0,0,0,0,1,0,0,0,1,1,8,0,1,0,0,0
12.4444444444444,1210,1150,1180,1120,1,0,0,0,0,1,0,0,0,0,1,9,1,1,0,1,0
11.6691051604845,1300,1150,1210,1210,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0
12.4722222222222,1300,1150,1210,1210,0.5,0,0,0,1,0,0,0,0,1,1,6,0,0,1,0,1
11.0307392412656,1300,1150,1210,1210,1,0,0,0,1,0,0,0,0,0,1,7,1,2,1,1,0
10.1396814581381,1240,1120,1210,1150,0,0,0,0,0,0,0,1,0,0,1,7,1,0,1,0,0
4.689631403805,1240,1120,1210,1150,1,0,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0
5.38428240656261,1030,1150,1060,1000,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0
18.580375782881,1120,1270,1180,1210,0,0,0,0,0,0,0,1,0,1,1,6,1,0,0,0,0
13.8677858083756,1210,1240,1120,1150,0,0,0,0,0,0,0,1,0,1,1,6,0,0,1,0,0
18.580375782881,1210,1240,1120,1150,0.5,0,0,0,0,0,0,1,0,1,1,7,0,1,0,0,1
18.580375782881,1210,1240,1120,1150,0,0,0,0,0,0,0,1,0,0,1,8,1,1,0,1,0
